path,type,status,purpose_short,current_mainline_related,module,inputs,outputs,called_by,calls,safe_to_modify,safe_to_delete,sensitive,evidence_summary,confidence,notes
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/per_scene/29f1ce41-4a5d-4a59-a52b-8cae12648b0c_audit_v2.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/per_scene/29f1ce41-4a5d-4a59-a52b-8cae12648b0c_audit_v2.png,image artifact,generated,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/per_scene/ac7b509e-5782-481a-a4f7-48e037c5fa29_audit_v2.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/per_scene/ac7b509e-5782-481a-a4f7-48e037c5fa29_audit_v2.png,image artifact,generated,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/per_scene/d099da71-148a-43f8-8e54-562bbf66692b_audit_v2.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/per_scene/d099da71-148a-43f8-8e54-562bbf66692b_audit_v2.png,image artifact,generated,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/per_scene/f488ee09-82e1-413f-aeba-a776aeeb333d_audit_v2.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/per_scene/f488ee09-82e1-413f-aeba-a776aeeb333d_audit_v2.png,image artifact,generated,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/per_scene/f852908a-bf92-4fb7-8ed9-6d9eb8f5a81d_audit_v2.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/per_scene/f852908a-bf92-4fb7-8ed9-6d9eb8f5a81d_audit_v2.png,image artifact,generated,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/README.md,Markdown,generated,Project documentation or runbook.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Heading/comment: # LoReflection Visual Audit V2,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/reports/canonical_hashes_after.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/reports/canonical_hashes_before.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/reports/canonical_output_equivalence.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/reports/current_visualization_diagnosis.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/reports/visual_audit_readability.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/; outputs/,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/reports/visual_audit_v2_build_report.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/; outputs/; outputs/; reports/; reports/,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/scene_summary.csv,CSV,generated,Tabular report or generated metric/index artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/val50_prototype_v1_arch_validated_visual_audit_v2/scene_summary.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5.zip,archive artifact,generated,Packaged output/archive artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Archive artifact; not expanded during audit.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/README_LOCAL_REVIEW.md,Markdown,generated,Project documentation or runbook.,False,outputs / generated artifacts,,reports/; reports/; reports/; reports/,,,no,usually yes only for regenerated artifacts,False,Heading/comment: # LoReflection R5 Visual Audit Bundle,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/reports/architecture_condition_validation.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/reports/audit_report.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/reports/conversion_report.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,output_path,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/reports/palette_alias_audit.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/contact_sheet_annotated.png,image artifact,generated,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/index.html,unknown/binary,generated,Purpose not confidently identified from content; needs review.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,No readable text content or unsupported binary format.,high,NEEDS_REVIEW: purpose not fully confirmed.
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/manual_review_template.csv,CSV,generated,Tabular report or generated metric/index artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/manual_review_template.md,Markdown,generated,Project documentation or runbook.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Heading/comment: # LoReflection Manual Visual Audit Template,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/per_scene/29f1ce41-4a5d-4a59-a52b-8cae12648b0c_preview.png,image artifact,generated,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/per_scene/ac7b509e-5782-481a-a4f7-48e037c5fa29_preview.png,image artifact,generated,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/per_scene/d099da71-148a-43f8-8e54-562bbf66692b_preview.png,image artifact,generated,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/per_scene/f488ee09-82e1-413f-aeba-a776aeeb333d_preview.png,image artifact,generated,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/per_scene/f852908a-bf92-4fb7-8ed9-6d9eb8f5a81d_preview.png,image artifact,generated,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/README.md,Markdown,generated,Project documentation or runbook.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Heading/comment: # LoReflection Visual Audit Package,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/scene_summary.csv,CSV,generated,Tabular report or generated metric/index artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/visual_audit_r5/visual_audit/scene_summary.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
pazhou_ssh_guide.md,sensitive config,sensitive,Sensitive server/access or path configuration; content must not be printed.,False,root / miscellaneous,,,,,no,no,True,Sensitive server/config file; content intentionally not read.,high,
PROGRESS.md,Markdown,current,Project documentation or runbook.,True,root / miscellaneous,,outputs/; reports/; reports/; outputs/; reports/; reports/,_archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package/PACKAGE_MANIFEST.json; _archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package/SHA256SUMS; reports/c11_12_current_repair_protocol_hardening_report.json; reports/current_deprecated_term_audit.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt; tests/test_no_deprecated_terms_in_current_repo.py,,"yes, if you understand the module",no,False,Heading/comment: # LoReflection Progress | Contains `semantic_repair`. | Contains `parametric_update`. | Contains `DiffSynth`. | Contains `metadata`.,high,
README.md,Markdown,current,Project documentation or runbook.,True,root / miscellaneous,,outputs/; outputs/; outputs/; reports/; reports/,.gitignore; artifacts/semantic_registry_v2/freeze_manifest.json; artifacts/semantic_registry_v2/room_specific_to_unified_mapping.json; artifacts/semantic_registry_v2/semantic_target_registry.json; artifacts/semantic_registry_v2/training_categories.json; docs/C11_10_SEMLAYOUTDIFF_RENDERING_CONTRACT.md; docs/SEMLAYOUTDIFF_SOURCE_CONTRACT.md; docs/SEMLAYOUTDIFF_VISUALIZATION_PIPELINE_DEEP_AUDIT.md,,"yes, if you understand the module",no,False,Heading/comment: # LoReflection | Contains `mask_spec`. | Contains `semantic_repair`. | Contains `parametric_update`. | Contains `DiffSynth`. | Contains `metadata`. | Contains `RepairPlan`. | Contains `LoReview`.,high,
README_SERVER.md,Markdown,current,Project documentation or runbook.,True,root / miscellaneous,--env-file; image =; blockwise_controlnet_image; blockwise_controlnet_inpaint_mask,--report; reports/; outputs/; metadata.csv,reports/c11_12_current_repair_protocol_hardening_report.json; reports/current_deprecated_term_audit.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt; tests/test_no_deprecated_terms_in_current_repo.py; third_party/README.md,,"yes, if you understand the module",no,False,Heading/comment: # LoReflection Server Workflow | Contains `semantic_repair`. | Contains `DiffSynth`. | Contains `metadata`. | Contains `control_mask`. | Contains `blockwise_controlnet_image`. | Contains `blockwise_controlnet_inpaint_mask`.,high,
reports/a800_bottommap_environment_inventory.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/active_38class_category_table.csv,CSV,report,Tabular report or generated metric/index artifact.,False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Contains `metadata`.,high,
reports/active_38class_category_table.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Contains `metadata`.,high,
reports/active_38class_registry_palette_roundtrip_summary.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,outputs/; outputs/; outputs/; outputs/; outputs/,,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/active_registry_code_inventory.csv,CSV,report,Tabular report or generated metric/index artifact.,False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Contains `mask_spec`.,high,
reports/active_registry_vs_semlayoutdiff_official_provenance.csv,CSV,report,Tabular report or generated metric/index artifact.,False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Contains `metadata`.,high,
reports/blenderproc_complete_source_inventory.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/bottommap_cross_repo_source_map.csv,CSV,report,Tabular report or generated metric/index artifact.,False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/bottommap_environment_gap.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c11_10_action_conversion_summary.csv,CSV,report,Tabular report or generated metric/index artifact.,False,reports / audits,,outputs/; outputs/; outputs/; outputs/; outputs/; outputs/,,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c11_10_action_conversion_summary.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,outputs/; outputs/; outputs/; outputs/; outputs/; outputs/,,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c11_10_coordinate_footprint_validation.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,outputs/; outputs/; outputs/; outputs/; outputs/; outputs/,,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c11_10_diffsynth_loader_dryrun_from_real_editroom_pairs.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,blockwise_controlnet_image; blockwise_controlnet_inpaint_mask; blockwise_controlnet_image; blockwise_controlnet_image; blockwise_controlnet_inpaint_mask; blockwise_controlnet_inpaint_mask,,,,ask first,usually yes only for regenerated artifacts,False,Contains `metadata`. | Contains `blockwise_controlnet_image`. | Contains `blockwise_controlnet_inpaint_mask`.,high,
reports/c11_10_editroom_pair_audit.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c11_10_final_decision.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,outputs/; outputs/,,,ask first,usually yes only for regenerated artifacts,False,Contains `metadata`.,high,
reports/c11_10_jid_category_mapping_report.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c11_10_observer_roundtrip_from_real_editroom_pairs.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c11_10_semlayoutdiff_preprocess_audit.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,,,,ask first,usually yes only for regenerated artifacts,False,Contains `DiffSynth`.,high,
reports/c11_11_repository_cleanup_report.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,outputs/; outputs/; reports/; outputs/; outputs/; outputs/,,,ask first,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `semantic_repair`. | Contains `parametric_update`. | Contains `DiffSynth`. | Contains `metadata`.,high,
reports/c11_12_current_repair_protocol_hardening_report.json,JSON,current,"Structured data, manifest, example, configuration, or report artifact.",True,reports / audits,,outputs/; reports/; reports/; outputs/,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,"yes, if you understand the module",no,False,Contains `schema_version`. | Contains `execution_mode`. | Contains `mask_spec`. | Contains `semantic_repair`. | Contains `parametric_update`.,high,
reports/c11_12_remote_prompt_dump.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,reports / audits,,metadata.csv; metadata.csv; metadata.csv; metadata.csv; metadata.csv; metadata.csv,,,ask first,usually yes only for regenerated artifacts,False,Contains `mask_spec`. | Contains `metadata`. | Contains `control_mask`.,high,
reports/c12_1_candidate_search_summary.csv,CSV,report,C12 sanitizer or manifest report for current semantic_repair4 data gate.,False,C12 sanitizer,,outputs/; outputs/; outputs/; outputs/,reports/c13_semantic_repair4_pipeline_result.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt; tools/search_valid_editroom_semantic_repair4_samples.py,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c12_1_failure_diagnosis.json,JSON,report,C12 sanitizer or manifest report for current semantic_repair4 data gate.,False,C12 sanitizer,,reports/; reports/; reports/; reports/,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `semantic_repair`.,high,
reports/c12_1_fast_candidate_probe.json,JSON,report,C12 sanitizer or manifest report for current semantic_repair4 data gate.,False,C12 sanitizer,,,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c12_1_noop_replacement_report.json,JSON,report,C12 sanitizer or manifest report for current semantic_repair4 data gate.,False,C12 sanitizer,,outputs/; outputs/; outputs/; outputs/; outputs/; outputs/,reports/c13_semantic_repair4_pipeline_result.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt; tools/replace_noop_c12_samples.py; tools/search_valid_editroom_semantic_repair4_samples.py,,ask first,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
reports/c12_1_replace_distinct_probe.json,JSON,report,C12 sanitizer or manifest report for current semantic_repair4 data gate.,False,C12 sanitizer,,,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c12_1_rerun_summary.json,JSON,report,C12 sanitizer or manifest report for current semantic_repair4 data gate.,False,C12 sanitizer,,outputs/,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `semantic_repair`.,high,
reports/c12_1_round2_replace_report.json,JSON,report,C12 sanitizer or manifest report for current semantic_repair4 data gate.,False,C12 sanitizer,,outputs/; outputs/; outputs/; outputs/,reports/c13_semantic_repair4_pipeline_result.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `semantic_repair`.,high,
reports/c12_sanitizer_eval.csv,CSV,report,C12 sanitizer or manifest report for current semantic_repair4 data gate.,False,C12 sanitizer,,,docs/C12_REPAIR_OUTPUT_SANITIZER.md; reports/c12_1_failure_diagnosis.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c12_sanitizer_eval.json,JSON,current,C12 sanitizer or manifest report for current semantic_repair4 data gate.,True,C12 sanitizer,,outputs/,docs/C12_REPAIR_OUTPUT_SANITIZER.md; PROGRESS.md; README.md; reports/c12_1_failure_diagnosis.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,"yes, if you understand the module",no,False,Contains `schema_version`. | Contains `semantic_repair`.,high,
reports/c12_sanitizer_policy_sweep.csv,CSV,report,C12 sanitizer or manifest report for current semantic_repair4 data gate.,False,C12 sanitizer,,,docs/C12_REPAIR_OUTPUT_SANITIZER.md; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c12_sanitizer_policy_sweep.json,JSON,report,C12 sanitizer or manifest report for current semantic_repair4 data gate.,False,C12 sanitizer,,,docs/C12_REPAIR_OUTPUT_SANITIZER.md; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c13_diffsynth_loader_dryrun_semantic_repair4.json,JSON,report,"Structured data, manifest, example, configuration, or report artifact.",False,C13 semantic_repair4 overfit,,outputs/; outputs/; outputs/; outputs/; outputs/; outputs/,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `semantic_repair`. | Contains `DiffSynth`. | Contains `metadata`. | Contains `control_mask`.,high,
reports/c13_loss_curve_ADD.csv,CSV,report,Tabular report or generated metric/index artifact.,False,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c13_loss_curve_ADD.png,image artifact,report,Generated or example image artifact.,False,C13 semantic_repair4 overfit,,,docs/EXPERIMENT_LOG_SEMANTIC_REPAIR4.md; reports/c13_semantic_repair4_pipeline_result.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
reports/c13_loss_curve_MIXED.csv,CSV,report,Tabular report or generated metric/index artifact.,False,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c13_loss_curve_MIXED.png,image artifact,report,Generated or example image artifact.,False,C13 semantic_repair4 overfit,,,docs/EXPERIMENT_LOG_SEMANTIC_REPAIR4.md; reports/c13_semantic_repair4_pipeline_result.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
reports/c13_loss_curve_REMOVE.csv,CSV,report,Tabular report or generated metric/index artifact.,False,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c13_loss_curve_REMOVE.png,image artifact,report,Generated or example image artifact.,False,C13 semantic_repair4 overfit,,,docs/EXPERIMENT_LOG_SEMANTIC_REPAIR4.md; reports/c13_semantic_repair4_pipeline_result.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
reports/c13_loss_curve_REPLACE.csv,CSV,report,Tabular report or generated metric/index artifact.,False,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c13_loss_curve_REPLACE.png,image artifact,report,Generated or example image artifact.,False,C13 semantic_repair4 overfit,,,docs/EXPERIMENT_LOG_SEMANTIC_REPAIR4.md; reports/c13_semantic_repair4_pipeline_result.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
reports/c13_loss_curve_TRANSLATE.csv,CSV,report,Tabular report or generated metric/index artifact.,False,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c13_loss_curve_TRANSLATE.png,image artifact,report,Generated or example image artifact.,False,C13 semantic_repair4 overfit,,,docs/EXPERIMENT_LOG_SEMANTIC_REPAIR4.md; reports/c13_semantic_repair4_pipeline_result.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
reports/c13_overfit_ADD.csv,CSV,report,C13 overfit metrics report for a semantic_repair4 action or mixed run.,False,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c13_overfit_ADD.json,JSON,report,C13 overfit metrics report for a semantic_repair4 action or mixed run.,False,C13 semantic_repair4 overfit,,outputs/; outputs/,docs/C13_SEMANTIC_REPAIR4_OVERFIT.md; reports/c13_semantic_repair4_pipeline_result.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `semantic_repair`. | Contains `metadata`.,high,
reports/c13_overfit_MIXED.csv,CSV,report,C13 overfit metrics report for a semantic_repair4 action or mixed run.,False,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c13_overfit_MIXED.json,JSON,report,C13 overfit metrics report for a semantic_repair4 action or mixed run.,False,C13 semantic_repair4 overfit,,outputs/; outputs/; outputs/,docs/C13_SEMANTIC_REPAIR4_OVERFIT.md; reports/c13_semantic_repair4_pipeline_result.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `semantic_repair`. | Contains `metadata`.,high,
reports/c13_overfit_REMOVE.csv,CSV,report,C13 overfit metrics report for a semantic_repair4 action or mixed run.,False,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
reports/c13_overfit_REMOVE.json,JSON,report,C13 overfit metrics report for a semantic_repair4 action or mixed run.,False,C13 semantic_repair4 overfit,,outputs/; outputs/; outputs/,docs/C13_SEMANTIC_REPAIR4_OVERFIT.md; reports/c13_semantic_repair4_pipeline_result.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt,,ask first,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `semantic_repair`. | Contains `metadata`.,high,
