path,line,wrong_statement_or_reference,action
reports/real_field_mapping_report.json,2104,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2463242_1649315/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2111,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2575886_1580683/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2118,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2736087_10128/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2127,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train_plan_ids.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2132,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/conversion_summary.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2159,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test_plan_ids.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2164,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/val_plan_ids.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2169,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/4009070_33732/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2187,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1349315_216392/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2205,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2575170_1086387/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2223,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2521501_19525/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2241,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3004251_41035/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2259,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1404836_26483/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2264,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3028728_3187186/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2282,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1825107_17600/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2300,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3735749_49409/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2318,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2529995_124338/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2336,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1766246_56942/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2354,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1326040_3759067/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2372,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1308127_574269/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2377,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2773162_4848423/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2395,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2462755_6955/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2413,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2341799_100597/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,4996,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/logs/train_chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1.log"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,4998,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/logs/train_chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2.pid"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5001,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/logs/train_chinese_attr_only_planjson_apm_stage2_orient0327_v1.log"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5003,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/logs/train_chinese_attr_only_planjson_apm_stage1_roty_0228_0317_0327_v1.pid"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5006,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/logs/train_chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2_continue400.log"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5007,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/logs/train_chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2.log"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5011,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/logs/train_chinese_attr_only_planjson_apm_stage2_orient0327_v1.pid"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5012,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/logs/train_chinese_attr_only_planjson_apm_stage1_roty_0228_0317_0327_v1.log"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5013,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train_plan_ids.json"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5014,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/train_plan_ids.json"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5015,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage2_orient0327_v1/train_plan_ids.json"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5016,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/train_plan_ids.json"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5017,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_v1_finetune_lr1e5.yaml"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5065,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/val-loss-epoch=23-val_total_loss=1.2606-val_orient_acc=0.7623.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5066,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/val-loss-epoch=24-val_total_loss=1.2361-val_orient_acc=0.7638.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5067,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/periodic-epoch-epoch=059.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5068,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/val-loss-epoch=28-val_total_loss=1.2768-val_orient_acc=0.7649.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5069,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/periodic-epoch-epoch=049.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5070,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/val-loss-epoch=22-val_total_loss=1.2518-val_orient_acc=0.7552.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5071,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/periodic-epoch-epoch=009.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5072,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/val-loss-epoch=27-val_total_loss=1.2739-val_orient_acc=0.7620.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5073,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/periodic-epoch-epoch=029.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5074,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/periodic-epoch-epoch=019.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5075,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/periodic-epoch-epoch=039.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5076,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage2_orient0327_v1/last.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5077,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=089.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5078,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=28-val_total_loss=0.6686-val_orient_acc=0.7825.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5079,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=05-val_total_loss=0.7387-val_orient_acc=0.7194.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5080,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=139.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5081,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=059.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5082,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=129.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5083,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=009-v1.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5084,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=069.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5085,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=049.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5086,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=119.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5087,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=109.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5088,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=009.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5089,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=029.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5090,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=079.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5091,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=019.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5092,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=29-val_total_loss=0.6674-val_orient_acc=0.7843.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5093,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=08-val_total_loss=0.6787-val_orient_acc=0.7419.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5094,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=16-val_total_loss=0.6679-val_orient_acc=0.7656.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5095,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=099.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5096,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=14-val_total_loss=0.6688-val_orient_acc=0.7565.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5097,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=07-val_total_loss=0.7276-val_orient_acc=0.7378.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5098,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=06-val_total_loss=0.7270-val_orient_acc=0.7185.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5099,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/periodic-epoch-epoch=039.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5100,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=09-val_total_loss=0.6661-val_orient_acc=0.7461.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5101,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=33-val_total_loss=0.6600-val_orient_acc=0.7884.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5102,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/last.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5103,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/periodic-epoch-epoch=089.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5104,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/val-loss-epoch=24-val_total_loss=0.7423-val_orient_acc=0.7755.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5105,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/epoch24_orientbest.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5106,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/periodic-epoch-epoch=139.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5107,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/periodic-epoch-epoch=059.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5108,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/periodic-epoch-epoch=129.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5109,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/periodic-epoch-epoch=149.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5110,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/periodic-epoch-epoch=169.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5111,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/periodic-epoch-epoch=069.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5112,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/periodic-epoch-epoch=179.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5113,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/val-loss-epoch=22-val_total_loss=0.7335-val_orient_acc=0.7750.ckpt"",",classified_not_authoritative_or_generated_history
reports/u1_unified_freeze_training_summary.json,5114,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1/periodic-epoch-epoch=049.ckpt"",",classified_not_authoritative_or_generated_history
